@relation repouso

@attribute Giro_x REAL
@attribute esc_x REAL
@attribute Giro_y REAL
@attribute esc_y REAL
@attribute Giro_z REAL
@attribute esc_z REAL
@attribute Acel_x REAL
@attribute esc_x2 REAL
@attribute Acel_y REAL
@attribute esc_y2 REAL
@attribute Acel_z REAL
@attribute esc_z2 REAL
@attribute Bus_x REAL
@attribute Bus_y REAL
@attribute movimento {repouso, leves, caminhada, monta}

@data
-13216,-0.775390625,4740,0.31982421875,-292,0.137939453125,-18839,-18839,8227,62,-282,-3,26.971799426,55.4570704523,monta
-15516,-0.942626953125,2864,0.17919921875,2228,0.144287109375,323,323,192,1,128,0,10.4666331214,75.2561601025,monta
-17116,-1.02905273438,3024,0.20166015625,4180,0.237548828125,-1461,-1461,1391,10,946,7,10.2166389547,76.098263273,monta
-14376,-0.9169921875,6804,0.437744140625,1344,0.14892578125,7842,7842,8473,64,-1866,-15,22.7351827094,64.3050913768,monta
-17396,-1.09008789062,-1416,-0.0849609375,7944,0.504150390625,-2530,-2530,-5696,-44,243,1,-4.91924646341,65.8730595692,monta
-14032,-0.845458984375,-3592,-0.2109375,7472,0.44970703125,-651,-651,310,2,-534,-5,-12.679924724,59.365694917,monta
-19116,-1.09741210938,-2972,-0.13134765625,7480,0.489501953125,4578,4578,5020,38,2901,22,0.740362838221,66.5818094547,monta
-15964,-0.919189453125,-1264,0.4013671875,5496,0.27197265625,-17196,-17196,3453,26,-4977,-38,20.3782717449,65.256862019,monta
-16368,-0.9853515625,3900,0.25634765625,4920,0.2861328125,-86,-86,-95,-1,-338,-3,13.6548678283,69.4329023451,monta
-13504,-0.806884765625,6632,0.408203125,2788,0.1474609375,4363,4363,2082,15,-2129,-17,27.3466857128,60.9470017699,monta
-13852,-1.07934570312,112,0.02880859375,5876,0.27880859375,-2658,-2658,3325,25,-3091,-24,-4.02827235161,74.6492222364,monta
-13512,-0.819580078125,-2508,-0.13671875,8096,0.47607421875,-1198,-1198,276,2,1498,11,-8.16532716236,60.7223062356,monta
-17580,-1.05102539062,-1960,-0.11083984375,8116,0.48193359375,498,498,2889,22,-139,-2,-5.69859667018,65.470676039,monta
-13580,-1.05224609375,-496,-0.028076171875,-4032,-0.17626953125,-7095,-7095,-6744,-52,3735,28,-10.1148266233,73.3177554679,monta
-12604,-0.78857421875,3008,0.157470703125,920,0.068603515625,-1916,-1916,5677,43,4640,35,9.03025291633,77.2396794916,monta
-15000,-0.923583984375,1168,0.06982421875,3668,0.24755859375,1027,1027,-487,-4,186,1,4.79562866092,72.5965930153,monta
-12224,-0.7490234375,2524,0.161376953125,1856,0.08447265625,5620,5620,-5137,-40,1506,11,11.7967754302,78.1295749116,monta
-14132,-0.87939453125,1492,0.071533203125,-2940,-0.18310546875,2914,2914,1302,9,1072,8,4.543226054,82.3359307533,monta
-13396,-0.842529296875,-2896,-0.190673828125,5112,0.3486328125,1657,1657,1762,13,2169,16,-10.4195401999,60.9375936888,monta
-18532,-1.13818359375,-2980,-0.167724609375,10228,0.607421875,1238,1238,4630,35,468,3,-6.57064577799,60.4011689667,monta
-14788,-0.89013671875,808,0.04052734375,4620,0.273681640625,608,608,4459,34,-1034,-8,0.9862463641,75.0192302645,monta
-14236,-0.899658203125,3164,0.18896484375,636,0.052734375,-5559,-5559,6700,51,-2745,-21,3.07726094998,25.7133730369,monta
-15500,-0.960693359375,-1152,-0.087646484375,3500,0.2412109375,1590,1590,-952,-8,1387,10,-0.491195503042,75.5253828007,monta
-11884,-0.745849609375,136,-0.01953125,600,0.0302734375,4230,4230,-1310,-10,1221,9,-5.30264428125,84.4018487271,monta
-14460,-0.854248046875,-1744,-0.08447265625,976,0.026611328125,4553,4553,-3541,-28,1898,14,-0.467955868205,89.224508016,monta
-16068,-0.984619140625,-976,-0.072998046875,7664,0.422607421875,-2684,-2684,-705,-6,-37,-1,-4.78740606098,66.5023488311,monta
-17528,-1.06909179688,-1476,-0.078857421875,5720,0.35009765625,1217,1217,3665,27,2685,20,-3.78486049129,72.7087591375,monta
-16140,-1.00927734375,360,0.016357421875,4500,0.315185546875,-3643,-3643,2140,16,-2146,-17,1.30329526336,69.1645556434,monta
-15668,-0.953125,3300,0.1982421875,5296,0.30029296875,-6893,-6893,-510,-4,-253,-2,7.99874329687,70.3779603155,monta
-15444,-0.96728515625,1240,0.06396484375,3300,0.202392578125,576,576,-132,-2,344,2,4.89313633481,76.8230013476,monta
-12980,-0.76806640625,6216,0.347900390625,2988,0.18701171875,11573,11573,5290,40,-1007,-8,20.8150034731,65.6383885747,monta
-15568,-0.93701171875,208,0.01904296875,4416,0.288818359375,3620,3620,-3801,-30,-1290,-10,1.42651400789,72.3856626638,monta
-13828,-0.833251953125,-2068,-0.127197265625,8336,0.5048828125,-35,-35,662,5,-892,-7,-8.09548197128,57.77311913,monta
-14264,-0.875244140625,-5248,-0.3271484375,5484,0.3388671875,-972,-972,3346,25,1579,12,-18.5528049491,63.7504097274,monta
-12828,-0.784423828125,2048,0.08740234375,1440,0.085693359375,-3385,-3385,303,2,2509,19,2.44664409567,85.5499687256,monta
-16080,-0.9814453125,756,0.040771484375,5700,0.326171875,-588,-588,1191,9,337,2,2.40717122802,71.2100102849,monta
-13588,-0.869140625,3964,0.2412109375,4880,0.379638671875,9916,9916,2930,22,4063,31,15.6047527834,63.5748044615,monta
-16240,-0.98681640625,1220,0.04296875,1516,0.06396484375,1030,1030,-4544,-35,-8931,-69,4.01385945464,85.6784970391,monta
-17616,-1.07763671875,-2228,-0.1455078125,9252,0.571533203125,-1155,-1155,-1884,-15,-4945,-38,-8.7573162962,61.1689862368,monta
-15628,-0.96337890625,-3956,-0.2412109375,8892,0.556884765625,1065,1065,993,7,1642,12,-12.2885630999,58.7497553254,monta
-14808,-875,-2564,-0.146240234375,2672,0.147216796875,8030,8030,-6231,-48,4481,34,-9.90724553506,75.5945332093,monta
-13100,-0.8076171875,4340,0.287109375,-800,-0.00732421875,-12381,-12381,2359,18,3243,24,23.0270593933,66.7745500467,monta
-16128,-0.9833984375,704,0.0390625,6228,0.423828125,690,690,-763,-6,222,1,3.07176300967,65.5790906196,monta
-14040,-0.882568359375,3712,0.234619140625,-3640,-0.243896484375,8209,8209,2505,19,-1436,-11,18.1132858567,68.3442554462,monta
-16448,-0.956298828125,-3108,-0.10107421875,-1448,-0.031494140625,-2684,-2684,5903,45,-8277,-64,8.12114584784,80.9869208747,monta
-14824,-0.89111328125,-1088,-0.056640625,10452,0.634033203125,-2188,-2188,3836,29,-1567,-12,-4.22434571259,58.1565043504,monta
-15500,-0.97509765625,-1252,-0.0771484375,4920,0.285888671875,-11645,-11645,5999,45,-1735,-14,-2.48731472673,73.3171358568,monta
-11680,-0.678466796875,-1872,-0.12158203125,2792,-0.024169921875,1542,1542,-13853,-106,3945,30,-1.21702764351,73.906336596,monta
-15088,-0.910400390625,748,0.014892578125,7084,0.42724609375,258,258,913,6,-1107,-9,-0.447729294254,64.0758687427,monta
-13128,-0.80712890625,4616,0.2958984375,5488,0.37060546875,12260,12260,308,2,-2045,-16,18.976739468,55.8843533369,monta
-19596,-1.23046875,-6472,-0.398193359375,-1244,-0.08935546875,8500,8500,-421,-4,-7807,-60,-18.8051350692,70.7219931051,monta
-15056,-0.89453125,-2368,-0.13916015625,9400,0.567138671875,-164,-164,-1916,-15,-1444,-12,-6.43486717673,56.0912140482,monta
-17332,-1.08129882812,-3896,-0.218505859375,9476,0.61572265625,3088,3088,8262,63,4585,35,-7.64654295166,59.9893227264,monta
-11272,-0.68994140625,4000,0.260498046875,1916,0.076904296875,-5343,-5343,-1931,-15,1355,10,20.7743349516,69.0044392062,monta
-15576,-0.940185546875,888,0.05419921875,3896,0.251953125,626,626,481,3,1244,9,2.68976120128,73.8991090662,monta
